ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score,composite_stability_score,stable,sequence_length,isoelectric_point,gravy_score,instability_index,molecular_weight_kda,aromaticity,helix_fraction,turn_fraction,sheet_fraction,pct_asn,pct_met,pct_cys,pct_trp,pct_his,charge_at_pH_5.0,dist_from_pI_at_pH_5.0,charge_at_pH_5.5,dist_from_pI_at_pH_5.5,charge_at_pH_6.0,dist_from_pI_at_pH_6.0,charge_at_pH_6.5,dist_from_pI_at_pH_6.5,charge_at_pH_7.0,dist_from_pI_at_pH_7.0,charge_at_pH_7.4,dist_from_pI_at_pH_7.4,agg_mean,agg_min,agg_max,agg_std,agg_hotspots,agg_hotspot_frac,buffer_mol_weight,buffer_logp,buffer_hbd,buffer_hba,buffer_tpsa,buffer_rotbonds,sugar_mol_weight,sugar_logp,sugar_hbd,sugar_hba,sugar_tpsa,sugar_rotbonds,surfactant_mol_weight,surfactant_logp,surfactant_hbd,surfactant_hba,surfactant_tpsa,surfactant_rotbonds,amino_acid_mol_weight,amino_acid_logp,amino_acid_hbd,amino_acid_hba,amino_acid_tpsa,amino_acid_rotbonds,buffer_encoded,sugar_encoded,surfactant_encoded,amino_acid_encoded,protein_id_encoded,sug_x_instability,sur_x_gravy,buf_x_asn,sug_x_cys,high_temp_flag,agg_x_temp,agg_x_gravy,hotspot_x_sug,dist_from_pI_formulation,ph_risk_flag
7.4,40,1.0,0.5,1.0,1.0,0.4577,0.4385,0.2549,0.5966,1,0.6295,0.3998,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956521,0.0,0.0,0.17789072426937735,0.0,0.3333333333333333,0.0,1.0,0.25,0.0,0.31099876822007805,0.09541824295922655,0.20772630545097398,0.16035320131164096,1.0,0.31108526438221346,0.022757771366818422,0.061292156119742335,0.10243111831442464,0.0
5.5,40,0.5,0.0,0.0,0.25,0.384,0.4294,0.2623,0.6217,0,0.6584,0.368,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956521,0.0,0.0,0.17789072426937735,0.0,0.0,0.3333333333333333,0.5,0.25,0.0,0.09671012112502567,0.011853720050441361,0.12463578327058439,0.07102860901498292,1.0,0.31108526438221346,0.022757771366818422,0.02406214475179993,0.41037277147487844,0.0
7.0,4,0.5,0.5,0.5714285714285714,0.0275,0.175,0.1925,0.1463,0.8191,0,0.8446,0.1735,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,0.3333333333333333,1.0,0.0,0.5,0.0,0.31099876822007805,0.05960487599831862,0.12463578327058439,0.16035320131164096,0.0,0.42471146103605617,0.022757771366818422,0.061292156119742335,0.16726094003241493,0.0
7.4,40,0.5,1.0,0.2857142857142857,0.25,0.342,0.4447,0.3885,0.6093,1,0.6003,0.3872,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,0.2873097599757705,0.3666666666666667,0.6666666666666667,0.4,0.4276663146779303,0.0,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.5252874153151305,0.035729298024379984,0.12463578327058439,0.24967779360829895,1.0,0.31108526438221346,0.022757771366818422,0.09852216748768475,0.10243111831442464,0.0
5.0,40,1.0,0.5,1.0,0.005,0.3503,0.327,0.2677,0.6896,0,0.6291,0.323,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,0.2873097599757705,0.3666666666666667,0.6666666666666667,0.4,0.4276663146779303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,1.0,0.3333333333333333,1.0,0.5,0.0,0.31099876822007805,0.09541824295922655,0.20772630545097398,0.16035320131164096,1.0,0.31108526438221346,0.022757771366818422,0.061292156119742335,0.49141004862236626,0.0
7.0,4,0.0,0.5,0.0,0.0,0.3641,0.2479,0.1625,0.7493,0,0.6915,0.2749,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6487440734389184,0.6869565217391307,0.19999999999999996,0.7999999999999998,0.5351969504447267,0.65,0.6666666666666666,0.0,0.0,0.75,0.0,0.31099876822007805,0.011853720050441361,0.04154526109019479,0.16035320131164096,0.0,0.42471146103605617,0.022757771366818422,0.061292156119742335,0.16726094003241493,0.0
5.0,25,0.5,0.0,0.0,0.25,0.1695,0.2533,0.098,0.8262,0,0.8106,0.1778,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.09671012112502567,0.011853720050441361,0.12463578327058439,0.07102860901498292,0.0,0.42471146103605617,0.022757771366818422,0.02406214475179993,0.49141004862236626,0.0
5.0,40,0.0,0.0,0.5714285714285714,0.0275,0.291,0.2145,0.175,0.7236,0,0.777,0.2431,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,0.6666666666666666,0.6666666666666666,0.0,0.5,0.0,0.09671012112502567,0.05960487599831862,0.04154526109019479,0.07102860901498292,1.0,0.31108526438221346,0.022757771366818422,0.02406214475179993,0.49141004862236626,0.0
6.5,4,1.0,1.0,0.5714285714285714,0.0,0.3257,0.3656,0.0544,0.7426,1,0.7359,0.2681,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8487440734389186,0.5999999999999999,0.3999999999999999,1.0,0.6996188055908512,0.8500000000000001,0.3333333333333333,0.0,0.0,0.75,0.0,0.5252874153151305,0.05960487599831862,0.20772630545097398,0.24967779360829895,0.0,0.42471146103605617,0.022757771366818422,0.09852216748768475,0.24829821717990277,0.0
6.5,40,0.5,0.0,0.0,0.25,0.3122,0.4521,0.1737,0.6549,0,0.6827,0.3247,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041158075254717,0.7391304347826086,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,1.0,0.0,0.09671012112502567,0.011853720050441361,0.12463578327058439,0.07102860901498292,1.0,0.31108526438221346,0.022757771366818422,0.02406214475179993,0.24829821717990277,0.0
7.0,4,1.0,0.0,0.0,0.0,0.2136,0.2378,0.1616,0.7949,0,0.7915,0.2077,1,0.6804853387259859,0.515142150803461,0.28269484808454426,0.37933325280831026,0.6727016158784034,0.2255929398786542,0.6037364798426745,0.6887897378694925,0.33854479855682496,0.20772630545097398,0.14800848456280935,0.2211792092752572,0.34263105424939766,0.592012785704658,0.888185775374408,0.48825831702544026,0.8726139951077753,0.42060561299852284,0.7160913477504932,0.39079790331974373,0.5913871651137067,0.3277634961439589,0.5601195428843118,0.2474820143884892,0.5614469300333176,0.08672875436554132,0.31108526438221346,0.43844577553593944,0.5684998372925478,0.28389965068275647,0.7105263157894737,0.07413893753648572,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5799858771310401,0.6347826086956523,0.19999999999999996,0.6000000000000001,0.4353240152477764,0.5,0.6666666666666666,0.0,1.0,0.75,0.0,0.09671012112502567,0.011853720050441361,0.20772630545097398,0.07102860901498292,0.0,0.42471146103605617,0.022757771366818422,0.02406214475179993,0.16726094003241493,0.0
